lead_id,first_name,last_name,email,company,lead_source,lead_status,is_mql,created_date,converted_account_id,converted_date
LEAD003010,Noel,Nakamura,noel.nakamura3010@kw.com,Cypress & Co.,Conference,Qualified,false,2023-10-25,ACC00872,2023-11-19
LEAD003011,Sasha,Halvorsen,sasha.halvorsen3011@gmail.com,Summit Properties,PAID SEARCH,Disqualified,false,2023-12-04,,
LEAD003012,Noel,Vasquez,noel.vasquez3012@outlook.com,Stonebridge & Co.,Conference,Qualified,false,2024-04-10,ACC00457,2024-05-01
LEAD003013,Camille,Moreau,camille.moreau3013@gmail.com,Blackwood Group,Social,Working,true,2026-04-07,,
LEAD003014,Devin,Whitfield,devin.whitfield3014@kw.com,Stonebridge Real Estate,,Qualified,true,2026-02-20,,
LEAD003015,Camille,Delgado,camille.delgado3015@kw.com,Stonebridge Properties,Partner,Working,true,2024-10-07,,
LEAD003016,Skyler,Osei,skyler.osei3016@outlook.com,Blackwood Group,Paid Search,Nurturing,true,2023-07-10,,
LEAD003017,Owen,Moreau,owen.moreau3017@outlook.com,Cornerstone Partners,Partner,Working,true,2024-06-24,,
LEAD003018,Marcus,Moreau,marcus.moreau3018@realtyco.com,Lakeshore Properties,paid search,Working,false,2025-10-04,,
LEAD003019,Riley,Delgado,riley.delgado3019@gmail.com,Meridian Group,Organic Search,New,false,2024-06-05,,
LEAD003020,Marcus,Kaplan,marcus.kaplan3020@kw.com,Cornerstone Partners,Cold Outreach,New,false,2025-10-04,,
LEAD003021,Theo,Okonkwo,theo.okonkwo3021@kw.com,Cornerstone Real Estate,Conference,Nurturing,true,2024-12-19,,
LEAD003022,Theo,Petrova,theo.petrova3022@compass.com,Ridgeline Real Estate,,Disqualified,false,2026-06-20,,
LEAD003023,Tessa,Thornton,tessa.thornton3023@realtyco.com,Stonebridge Partners,organic search,Working,false,2025-06-07,,
LEAD003024,Camille,Petrova,camille.petrova3024@outlook.com,Lakeshore Realty,Social,Working,true,2024-06-15,,
LEAD003025,Devin,Okonkwo,devin.okonkwo3025@compass.com,Meridian Real Estate,Conference,Disqualified,false,2023-06-09,,
LEAD003026,Casey,Thornton,casey.thornton3026@kw.com,Harbor Realty,Paid Search,New,false,2025-08-17,,
LEAD003027,Casey,Bautista,casey.bautista3027@outlook.com,Cypress & Co.,Cold Outreach,New,false,2024-12-06,,
LEAD003028,Casey,Vasquez,casey.vasquez3028@compass.com,Ironwood Group,,New,false,2024-11-14,,
LEAD003029,Bianca,Moreau,bianca.moreau3029@outlook.com,Cypress Properties,Organic Search,Qualified,false,2026-01-04,ACC00811,2026-01-29
LEAD003030,Jordan,Vasquez,jordan.vasquez3030@compass.com,Cornerstone Realty,Paid Search,Disqualified,false,2024-02-03,,
LEAD003031,Rowan,Kearney,rowan.kearney3031@kw.com,Meridian Properties,,Qualified,false,2025-12-15,ACC00446,2026-01-16
LEAD003032,Riley,Moreau,riley.moreau3032@gmail.com,Meridian Partners,,Nurturing,true,2023-02-05,,
LEAD003033,Devin,Halvorsen,devin.halvorsen3033@compass.com,Harbor Group,Conference,Qualified,true,2024-08-23,ACC00778,2024-09-22
LEAD003034,Julian,Osei,julian.osei3034@gmail.com,Stonebridge & Co.,Webinar,Working,true,2025-08-22,,
LEAD003035,Devin,Osei,devin.osei3035@kw.com,Meridian Properties,Partner,Nurturing,true,2025-10-11,,
LEAD003036,Quinn,Osei,quinn.osei3036@outlook.com,Beacon Realty,Referral,Disqualified,false,2024-04-09,,
LEAD003037,Skyler,Kaplan,skyler.kaplan3037@gmail.com,Blackwood Realty,Paid Search,Working,false,2026-03-15,,
LEAD003038,Marcus,Delgado,marcus.delgado3038@compass.com,Beacon Partners,Social,Qualified,false,2023-02-13,ACC00245,2023-03-24
LEAD003039,Sasha,Kaplan,sasha.kaplan3039@gmail.com,Ridgeline & Co.,Paid Search,Qualified,true,2025-06-02,ACC00870,2025-07-05
LEAD003040,Rowan,Osei,rowan.osei3040@gmail.com,Harbor Properties,Social,Qualified,false,2024-05-07,ACC00110,2024-06-13
LEAD003041,Owen,Ahmed,owen.ahmed3041@kw.com,Stonebridge Realty,,Working,false,2024-01-30,,
LEAD003042,Felix,Kearney,felix.kearney3042@realtyco.com,Beacon Partners,Partner,New,false,2023-10-20,,
LEAD003043,Quinn,Whitfield,quinn.whitfield3043@outlook.com,Stonebridge Group,Webinar,Nurturing,true,2025-06-30,,
LEAD003044,Elena,Vasquez,elena.vasquez3044@outlook.com,Harbor & Co.,Partner,Working,true,2024-12-15,,
LEAD003045,Noel,Bautista,noel.bautista3045@outlook.com,Beacon & Co.,Cold Outreach,Working,false,2025-12-29,,
LEAD003046,Avery,Kearney,avery.kearney3046@gmail.com,Blackwood Real Estate,Conference,New,false,2025-12-06,,
LEAD003047,Grant,Thornton,grant.thornton3047@compass.com,Summit & Co.,Organic Search,New,false,2025-08-28,,
LEAD003048,Elena,Kaplan,elena.kaplan3048@kw.com,Stonebridge Properties,Paid Search,Working,true,2025-11-06,,
LEAD003049,Quinn,Osei,quinn.osei3049@compass.com,Beacon Properties,Social,Qualified,false,2023-05-15,ACC00287,2023-07-08
LEAD003050,Tessa,Delgado,tessa.delgado3050@kw.com,Ridgeline Properties,Conference,Qualified,true,2023-06-10,ACC00616,2023-06-25
LEAD003051,Skyler,Bautista,skyler.bautista3051@compass.com,Stonebridge Properties,Conference,Qualified,true,2023-01-15,ACC00710,2023-03-16
LEAD003052,Morgan,Kaplan,morgan.kaplan3052@outlook.com,Stonebridge Partners,Conference,Working,true,2025-04-02,,
LEAD003053,Maya,Osei,maya.osei3053@outlook.com,Foxglove Partners,Organic Search,Qualified,false,2026-02-10,ACC00170,2026-04-10
LEAD003054,Sasha,Moreau,sasha.moreau3054@compass.com,Cypress Properties,Organic Search,Qualified,true,2026-02-17,ACC00692,2026-04-05
LEAD003055,Quinn,Kaplan,quinn.kaplan3055@outlook.com,Cornerstone Real Estate,Partner,Working,true,2024-02-14,,
LEAD003056,Felix,Halvorsen,felix.halvorsen3056@kw.com,Blackwood Real Estate,Social,New,false,2025-12-03,,
LEAD003057,Avery,Halvorsen,avery.halvorsen3057@gmail.com,Lakeshore & Co.,Partner,Qualified,true,2023-11-24,ACC00888,2023-12-01
LEAD003058,Bianca,Kaplan,bianca.kaplan3058@compass.com,Foxglove Properties,Social,New,false,2025-05-04,,
LEAD003059,Julian,Bergstrom,julian.bergstrom3059@gmail.com,Cypress Properties,Cold Outreach,Nurturing,false,2026-05-17,,
LEAD003060,Quinn,Rinaldi,quinn.rinaldi3060@realtyco.com,Cornerstone Partners,Organic Search,Working,true,2025-11-24,,
LEAD003061,Felix,Castellanos,felix.castellanos3061@realtyco.com,Cypress Partners,,New,false,2024-05-12,,
LEAD003062,Morgan,Kaplan,morgan.kaplan3062@outlook.com,Cornerstone Realty,Partner,Qualified,false,2024-11-28,,
LEAD003063,Noel,Halvorsen,noel.halvorsen3063@kw.com,Beacon Realty,,Nurturing,false,2026-02-05,,
LEAD003064,Elena,Kaplan,elena.kaplan3064@outlook.com,Summit Real Estate,Paid Search,Disqualified,false,2023-11-05,,
LEAD003065,Skyler,Osei,skyler.osei3065@realtyco.com,Ironwood Properties,Conference,Working,true,2023-09-20,,
LEAD003066,Julian,Kearney,julian.kearney3066@outlook.com,Ridgeline Partners,Partner,Nurturing,true,2026-02-13,,
LEAD003067,Tessa,Whitfield,tessa.whitfield3067@outlook.com,Ironwood Real Estate,Webinar,Qualified,true,2025-05-01,ACC00227,2025-05-08
LEAD003068,Bianca,Okonkwo,bianca.okonkwo3068@kw.com,Meridian Real Estate,Cold Outreach,Working,true,2025-05-23,,
LEAD003069,Rowan,Osei,rowan.osei3069@realtyco.com,Ironwood Realty,Webinar,Nurturing,false,2025-04-08,,
LEAD003070,Owen,Ahmed,owen.ahmed3070@kw.com,Cypress Group,Webinar,Working,true,2024-12-25,,
LEAD003071,Maya,Ahmed,maya.ahmed3071@compass.com,Stonebridge Properties,Webinar,Nurturing,true,2024-11-25,,
LEAD003072,Marcus,Kearney,marcus.kearney3072@gmail.com,Blackwood Properties,Referral,Disqualified,false,2026-03-04,,
LEAD003073,Elena,Ahmed,elena.ahmed3073@gmail.com,Ridgeline Realty,Paid Search,Working,false,2024-10-26,,
LEAD003074,Owen,Nakamura,owen.nakamura3074@compass.com,Harbor Partners,Cold Outreach,Nurturing,false,2026-06-19,,
LEAD003075,Felix,Whitfield,felix.whitfield3075@outlook.com,Meridian Group,Social,New,false,2024-04-24,,
LEAD003076,Avery,Bergstrom,avery.bergstrom3076@outlook.com,Ironwood Real Estate,Paid Search,New,false,2025-11-06,,
LEAD003077,Sasha,Whitfield,sasha.whitfield3077@gmail.com,Meridian Real Estate,Partner,Qualified,true,2025-11-15,ACC00813,2025-12-14
LEAD003078,Avery,Halvorsen,avery.halvorsen3078@gmail.com,Cornerstone Properties,Webinar,New,false,2025-10-25,,
LEAD003079,Theo,Lindqvist,theo.lindqvist3079@outlook.com,Lakeshore Realty,Referral,Nurturing,true,2023-03-08,,
LEAD003080,Noel,Thornton,noel.thornton3080@compass.com,Ironwood Properties,Cold Outreach,Nurturing,true,2025-07-07,,
LEAD003081,Sasha,Kaplan,sasha.kaplan3081@kw.com,Summit Group,Social,Qualified,false,2023-01-23,,
LEAD003082,Camille,Delgado,camille.delgado3082@gmail.com,Summit & Co.,Conference,Nurturing,true,2025-12-07,,
LEAD003083,Noel,Moreau,noel.moreau3083@kw.com,Ironwood Realty,Organic Search,New,false,2025-04-15,,
LEAD003084,Maya,Nakamura,maya.nakamura3084@kw.com,Stonebridge Real Estate,Conference,Working,true,2024-08-23,,
LEAD003085,Riley,Lindqvist,riley.lindqvist3085@kw.com,Meridian Partners,Webinar,Disqualified,false,2024-03-12,,
LEAD003086,Priya,Rinaldi,priya.rinaldi3086@realtyco.com,Ridgeline Partners,Cold Outreach,Qualified,true,2024-11-11,ACC00706,2024-11-26
LEAD003087,Skyler,Bergstrom,skyler.bergstrom3087@compass.com,Ironwood Partners,Referral,Qualified,false,2025-12-10,,
LEAD003088,Sasha,Moreau,sasha.moreau3088@gmail.com,Blackwood Realty,Social,Nurturing,true,2025-11-18,,
LEAD003089,Avery,Delgado,avery.delgado3089@realtyco.com,Lakeshore Realty,Webinar,Nurturing,true,2025-05-08,,
LEAD003090,Felix,Petrova,felix.petrova3090@outlook.com,Ridgeline & Co.,Webinar,Nurturing,false,2023-09-05,,
LEAD003091,Theo,Delgado,theo.delgado3091@gmail.com,Foxglove Properties,Conference,Disqualified,false,2023-02-15,,
LEAD003092,Riley,Delgado,riley.delgado3092@compass.com,Meridian Realty,Cold Outreach,Working,false,2024-07-16,,
LEAD003093,Camille,Nakamura,camille.nakamura3093@kw.com,Ridgeline Properties,Partner,Qualified,true,2024-12-02,,
LEAD003094,Naomi,Delgado,naomi.delgado3094@outlook.com,Beacon & Co.,Cold Outreach,Nurturing,true,2025-05-08,,
LEAD003095,Grant,Thornton,grant.thornton3095@kw.com,Ironwood Partners,Paid Search,Nurturing,true,2023-08-12,,
LEAD003096,Bianca,Delgado,bianca.delgado3096@kw.com,Harbor Real Estate,Referral,Nurturing,true,2023-09-21,,
LEAD003097,Priya,Vasquez,priya.vasquez3097@gmail.com,Ridgeline Real Estate,organic search,Working,false,2025-07-13,,
LEAD003098,Maya,Ahmed,maya.ahmed3098@compass.com,Beacon Partners,Webinar,Qualified,true,2024-09-02,ACC00098,2024-10-28
LEAD003099,Morgan,Bergstrom,morgan.bergstrom3099@compass.com,Meridian Real Estate,Partner,Qualified,true,2025-03-06,ACC00855,2025-05-01
LEAD003100,Avery,Bautista,avery.bautista3100@realtyco.com,Harbor Real Estate,Partner,Disqualified,false,2025-09-07,,
LEAD003101,Maya,Bergstrom,maya.bergstrom3101@gmail.com,Foxglove Group,Paid Search,Working,false,2024-10-24,,
LEAD003102,Elena,Rinaldi,elena.rinaldi3102@realtyco.com,Lakeshore & Co.,Referral,Working,true,2024-07-25,,
LEAD003103,Sasha,Osei,sasha.osei3103@realtyco.com,Summit Partners,Paid Search,Qualified,true,2023-05-11,ACC00498,2023-06-13
LEAD003104,Riley,Bergstrom,riley.bergstrom3104@kw.com,Cypress Properties,Organic Search,New,false,2026-06-05,,
LEAD003105,Sasha,Whitfield,sasha.whitfield3105@compass.com,Stonebridge Realty,Cold Outreach,Disqualified,false,2024-04-12,,
LEAD003106,Grant,Whitfield,grant.whitfield3106@gmail.com,Stonebridge Partners,Cold Outreach,Nurturing,true,2026-02-20,,
LEAD003107,Morgan,Delgado,morgan.delgado3107@outlook.com,Lakeshore Partners,Webinar,Nurturing,false,2026-03-25,,
LEAD003108,Julian,Halvorsen,julian.halvorsen3108@kw.com,Beacon Realty,Partner,New,false,2024-09-15,,
LEAD003109,Owen,Petrova,owen.petrova3109@compass.com,Ironwood Realty,Partner,Working,true,2024-01-07,,
LEAD003110,Rowan,Bergstrom,rowan.bergstrom3110@outlook.com,Summit Properties,Partner,Nurturing,true,2026-02-24,,
LEAD003111,Tessa,Castellanos,tessa.castellanos3111@kw.com,Ironwood Group,Partner,Nurturing,false,2024-09-12,,
LEAD003112,Elena,Halvorsen,elena.halvorsen3112@outlook.com,Blackwood Real Estate,Paid Search,Working,true,2025-07-15,,
LEAD003113,Marcus,Moreau,marcus.moreau3113@compass.com,Foxglove Realty,Organic Search,New,false,2023-09-28,,
LEAD003114,Riley,Nakamura,riley.nakamura3114@outlook.com,Cypress Realty,Webinar,Disqualified,false,2025-12-23,,
LEAD003115,Avery,Nakamura,avery.nakamura3115@gmail.com,Blackwood & Co.,Cold Outreach,Working,true,2023-02-08,,
LEAD003116,Owen,Osei,owen.osei3116@outlook.com,Cornerstone Properties,,New,false,2025-05-07,,
LEAD003117,Riley,Vasquez,riley.vasquez3117@gmail.com,Lakeshore & Co.,,Working,true,2023-09-30,,
LEAD003118,Owen,Ahmed,owen.ahmed3118@gmail.com,Foxglove Properties,Social,Working,true,2023-10-25,,
LEAD003119,Felix,Delgado,felix.delgado3119@compass.com,Blackwood Properties,Webinar,Working,true,2024-05-09,,
LEAD003120,Sasha,Ahmed,sasha.ahmed3120@gmail.com,Ironwood & Co.,Cold Outreach,Disqualified,false,2024-06-09,,
LEAD003121,Grant,Nakamura,grant.nakamura3121@gmail.com,Summit Properties,,Working,true,2026-03-24,,
LEAD003122,Marcus,Kaplan,marcus.kaplan3122@outlook.com,Blackwood & Co.,Webinar,Qualified,false,2025-09-24,ACC00277,2025-10-05
LEAD003123,Devin,Thornton,devin.thornton3123@gmail.com,Cornerstone Real Estate,Partner,New,false,2024-07-30,,
LEAD003124,Elena,Osei,elena.osei3124@compass.com,Cypress Real Estate,Referral,New,false,2025-07-20,,
LEAD003125,Quinn,Bautista,quinn.bautista3125@realtyco.com,Foxglove Group,Organic Search,Qualified,false,2026-05-17,,
LEAD003126,Priya,Osei,priya.osei3126@gmail.com,Cornerstone Real Estate,Partner,Qualified,true,2023-09-14,ACC00626,2023-10-19
LEAD003127,Maya,Rinaldi,maya.rinaldi3127@compass.com,Harbor Real Estate,Organic Search,Qualified,false,2024-11-13,ACC00761,2024-12-03
LEAD003128,Priya,Whitfield,priya.whitfield3128@kw.com,Stonebridge Group, Referral,Qualified,true,2025-02-05,ACC00165,2025-02-25
LEAD003129,Jordan,Petrova,jordan.petrova3129@compass.com,Stonebridge Group,Paid Search,New,false,2026-06-17,,
LEAD003130,Bianca,Rinaldi,bianca.rinaldi3130@gmail.com,Cornerstone Realty,Social,Working,true,2024-03-23,,
LEAD003131,Elena,Petrova,elena.petrova3131@realtyco.com,Blackwood Properties,Webinar,Nurturing,true,2024-09-25,,
LEAD003132,Maya,Vasquez,maya.vasquez3132@outlook.com,Harbor Real Estate,,Disqualified,false,2024-06-04,,
LEAD003133,Devin,Okonkwo,devin.okonkwo3133@realtyco.com,Foxglove Properties,Social,Disqualified,false,2025-08-25,,
LEAD003134,Bianca,Whitfield,bianca.whitfield3134@outlook.com,Ridgeline & Co.,Webinar,Qualified,true,2023-03-19,,
LEAD003135,Noel,Castellanos,noel.castellanos3135@kw.com,Ridgeline Real Estate,Cold Outreach,Qualified,true,2023-02-21,ACC00018,2023-03-18
LEAD003136,Camille,Thornton,camille.thornton3136@outlook.com,Cornerstone Real Estate,Cold Outreach,Working,true,2025-02-26,,
LEAD003137,Bianca,Lindqvist,bianca.lindqvist3137@compass.com,Cypress Group,,Qualified,false,2024-03-01,ACC00859,2024-04-07
LEAD003138,Sasha,Rinaldi,sasha.rinaldi3138@realtyco.com,Beacon Properties,Referral,Qualified,false,2025-12-22,ACC00209,2026-01-30
LEAD003139,Owen,Bergstrom,owen.bergstrom3139@gmail.com,Cypress Real Estate,Social,New,false,2026-05-21,,
LEAD003140,Sasha,Osei,sasha.osei3140@kw.com,Blackwood Group,Conference,Qualified,false,2025-01-10,ACC00393,2025-01-14
LEAD003141,Quinn,Vasquez,quinn.vasquez3141@outlook.com,Beacon Realty,,New,false,2025-02-11,,
LEAD003142,Sasha,Bautista,sasha.bautista3142@compass.com,Summit & Co.,Cold Outreach,Qualified,true,2025-07-04,ACC00176,2025-08-13
LEAD003143,Camille,Vasquez,camille.vasquez3143@gmail.com,Beacon Group,Paid Search,Nurturing,true,2023-09-17,,
LEAD003144,Avery,Petrova,avery.petrova3144@compass.com,Ridgeline Realty,Conference,Nurturing,true,2024-06-15,,
LEAD003145,Naomi,Ahmed,naomi.ahmed3145@kw.com,Harbor Real Estate,Paid Search,New,false,2024-07-04,,
LEAD003146,Naomi,Whitfield,naomi.whitfield3146@compass.com,Foxglove & Co.,Organic Search,Qualified,true,2023-09-05,ACC00725,2023-09-19
LEAD003147,Noel,Ahmed,noel.ahmed3147@kw.com,Foxglove Partners,Partner,Qualified,true,2023-09-14,,
LEAD003148,Riley,Whitfield,riley.whitfield3148@kw.com,Lakeshore Properties,Webinar,Working,false,2025-09-27,,
LEAD003149,Maya,Whitfield,maya.whitfield3149@outlook.com,Summit & Co.,Webinar,Qualified,true,2026-01-18,,
LEAD003150,Felix,Petrova,felix.petrova3150@compass.com,Summit Realty,Webinar,Working,false,2023-06-13,,
LEAD003151,Camille,Lindqvist,camille.lindqvist3151@compass.com,Ironwood Realty,Partner,Qualified,false,2023-05-23,ACC00325,2023-05-28
LEAD003152,Casey,Kearney,casey.kearney3152@realtyco.com,Ironwood & Co.,Organic Search,New,false,2024-04-26,,
LEAD003153,Elena,Ahmed,elena.ahmed3153@kw.com,Summit Partners,,New,false,2025-08-29,,
LEAD003154,Julian,Bergstrom,julian.bergstrom3154@outlook.com,Harbor Group,Social,Disqualified,false,2025-10-03,,
LEAD003155,Morgan,Kearney,morgan.kearney3155@compass.com,Summit Real Estate,,New,false,2023-08-30,,
LEAD003156,Grant,Ahmed,grant.ahmed3156@realtyco.com,Ironwood Group,Paid Search,Working,true,2025-08-22,,
LEAD003157,Grant,Osei,grant.osei3157@compass.com,Summit Properties,Cold Outreach,Working,false,2024-11-08,,
LEAD003158,Rowan,Petrova,rowan.petrova3158@kw.com,Meridian Realty,Cold Outreach,Qualified,false,2025-08-02,,
LEAD003159,Avery,Delgado,avery.delgado3159@gmail.com,Cypress Realty,Conference,Qualified,true,2025-09-16,ACC00599,2025-10-02
LEAD003160,Skyler,Delgado,skyler.delgado3160@compass.com,Ridgeline Realty,,Nurturing,false,2024-06-25,,
LEAD003161,Jordan,Whitfield,jordan.whitfield3161@realtyco.com,Beacon Group,Referral,Working,true,2023-02-18,,
LEAD003162,Maya,Osei,maya.osei3162@gmail.com,Harbor Partners,Organic Search,New,false,2024-08-18,,
LEAD003163,Casey,Delgado,casey.delgado3163@outlook.com,Harbor Partners,Webinar,Working,false,2023-04-18,,
LEAD003164,Quinn,Petrova,quinn.petrova3164@gmail.com,Stonebridge Group,Webinar,Nurturing,true,2024-04-06,,
LEAD003165,Naomi,Whitfield,naomi.whitfield3165@outlook.com,Lakeshore Real Estate,Partner,New,false,2026-01-01,,
LEAD003166,Avery,Lindqvist,avery.lindqvist3166@kw.com,Beacon Properties,,Disqualified,false,2024-09-15,,
LEAD003167,Riley,Moreau,riley.moreau3167@gmail.com,Summit Real Estate,Social,Working,true,2023-10-01,,
LEAD003168,Morgan,Rinaldi,morgan.rinaldi3168@outlook.com,Harbor Group,Partner,Disqualified,false,2025-05-01,,
LEAD003169,Casey,Osei,casey.osei3169@gmail.com,Summit Partners,Webinar,Working,false,2025-09-18,,
LEAD003170,Noel,Kearney,noel.kearney3170@realtyco.com,Harbor Group,Partner,Disqualified,false,2025-04-20,,
LEAD003171,Camille,Bergstrom,camille.bergstrom3171@outlook.com,Foxglove Partners,Conference,Nurturing,true,2024-12-17,,
LEAD003172,Quinn,Vasquez,quinn.vasquez3172@compass.com,Meridian Real Estate,Cold Outreach,Disqualified,false,2023-12-20,,
LEAD003173,Naomi,Halvorsen,naomi.halvorsen3173@gmail.com,Ironwood & Co.,Webinar,Nurturing,false,2025-09-14,,
LEAD003174,Jordan,Bergstrom,jordan.bergstrom3174@gmail.com,Meridian Group,Webinar,Qualified,false,2023-11-26,ACC00716,2023-12-15
LEAD003175,Jordan,Rinaldi,jordan.rinaldi3175@outlook.com,Ridgeline Properties,Cold Outreach,Qualified,true,2023-06-07,ACC00024,2023-07-04
LEAD003176,Marcus,Halvorsen,marcus.halvorsen3176@gmail.com,Lakeshore & Co.,Referral,New,false,2025-10-03,,
LEAD003177,Naomi,Thornton,naomi.thornton3177@realtyco.com,Harbor Partners,Webinar,Nurturing,true,2024-04-15,,
LEAD003178,Grant,Whitfield,grant.whitfield3178@kw.com,Ironwood Realty,Referral,New,false,2025-06-08,,
LEAD003179,Grant,Delgado,grant.delgado3179@outlook.com,Blackwood Real Estate,PAID SEARCH,New,false,2023-02-24,,
LEAD003180,Skyler,Osei,skyler.osei3180@compass.com,Beacon Partners,Cold Outreach,New,false,2024-05-26,,
LEAD003181,Theo,Bergstrom,theo.bergstrom3181@realtyco.com,Harbor & Co.,Social,Disqualified,false,2024-08-05,,
LEAD003182,Tessa,Rinaldi,tessa.rinaldi3182@kw.com,Blackwood Partners,Referral,Qualified,true,2025-03-04,ACC00156,2025-04-15
LEAD003183,Theo,Delgado,theo.delgado3183@compass.com,Stonebridge & Co.,Partner,Qualified,true,2023-10-14,ACC00243,2023-10-18
LEAD003184,Priya,Moreau,priya.moreau3184@realtyco.com,Blackwood Real Estate,Referral,Nurturing,false,2025-05-11,,
LEAD003185,Noel,Castellanos,noel.castellanos3185@outlook.com,Lakeshore Real Estate,Social,Working,true,2025-06-16,,
LEAD003186,Grant,Kearney,grant.kearney3186@gmail.com,Blackwood Realty,Partner,Working,true,2025-08-10,,
LEAD003187,Felix,Ahmed,felix.ahmed3187@outlook.com,Blackwood Partners,Social,Qualified,false,2024-06-19,,
LEAD003188,Noel,Bautista,noel.bautista3188@gmail.com,Beacon Realty,Organic Search,Nurturing,true,2024-11-09,,
LEAD003189,Maya,Castellanos,maya.castellanos3189@realtyco.com,Summit & Co.,Conference,Qualified,true,2026-02-07,ACC00363,2026-03-22
LEAD003190,Julian,Ahmed,julian.ahmed3190@compass.com,Blackwood Realty,Paid Search,Nurturing,true,2024-11-12,,
LEAD003191,Grant,Bergstrom,grant.bergstrom3191@compass.com,Blackwood Real Estate,referral,New,false,2023-09-01,,
LEAD003192,Quinn,Castellanos,quinn.castellanos3192@compass.com,Cypress Realty,Cold Outreach,Qualified,true,2024-06-08,,
LEAD003193,Avery,Delgado,avery.delgado3193@realtyco.com,Blackwood Partners,Webinar,Nurturing,true,2025-01-16,,
LEAD003194,Elena,Moreau,elena.moreau3194@kw.com,Cornerstone Real Estate,,New,false,2023-07-31,,
LEAD003195,Naomi,Kaplan,naomi.kaplan3195@realtyco.com,Blackwood Real Estate,Webinar,Working,false,2023-12-13,,
LEAD003196,Maya,Whitfield,maya.whitfield3196@gmail.com,Lakeshore Partners, Referral,Disqualified,false,2023-07-22,,
LEAD003197,Naomi,Bautista,naomi.bautista3197@compass.com,Harbor & Co.,Webinar,Nurturing,true,2024-11-23,,
LEAD003198,Elena,Halvorsen,elena.halvorsen3198@outlook.com,Summit Real Estate,,Nurturing,true,2026-03-13,,
LEAD003199,Quinn,Nakamura,quinn.nakamura3199@compass.com,Ironwood Group,Paid Search,New,false,2026-03-05,,
LEAD003200,Sasha,Lindqvist,sasha.lindqvist3200@realtyco.com,Ridgeline Partners,Referral,Working,true,2023-03-09,,
LEAD003201,Sasha,Rinaldi,sasha.rinaldi3201@kw.com,Summit Realty,Paid Search,Qualified,true,2023-09-23,ACC00566,2023-10-07
LEAD003202,Devin,Kearney,devin.kearney3202@gmail.com,Stonebridge Properties,Organic Search,Nurturing,true,2023-02-22,,
LEAD003203,Priya,Delgado,priya.delgado3203@kw.com,Foxglove Properties,Referral,Nurturing,false,2025-07-23,,
LEAD003204,Naomi,Castellanos,naomi.castellanos3204@compass.com,Harbor Partners,,New,false,2023-04-15,,
LEAD003205,Bianca,Nakamura,bianca.nakamura3205@kw.com,Foxglove Partners,Webinar,Nurturing,true,2023-12-07,,
LEAD003206,Devin,Ahmed,devin.ahmed3206@compass.com,Summit Partners,Cold Outreach,Qualified,true,2023-05-22,,
LEAD003207,Grant,Castellanos,grant.castellanos3207@outlook.com,Foxglove Real Estate,Referral,Qualified,true,2025-07-19,ACC00274,2025-09-14
LEAD003208,Priya,Kearney,priya.kearney3208@compass.com,Foxglove Real Estate,Conference,Qualified,true,2024-05-01,ACC00585,2024-06-08
LEAD003209,Naomi,Ahmed,naomi.ahmed3209@compass.com,Ridgeline & Co.,Cold Outreach,New,false,2026-06-15,,
LEAD003210,Rowan,Bergstrom,rowan.bergstrom3210@kw.com,Ridgeline Real Estate,Cold Outreach,Nurturing,true,2025-01-06,,
LEAD003211,Elena,Petrova,elena.petrova3211@compass.com,Beacon Group,organic search,Working,true,2024-03-17,,
LEAD003212,Maya,Castellanos,maya.castellanos3212@gmail.com,Foxglove Real Estate,Partner,Qualified,true,2026-04-17,ACC00619,2026-06-07
LEAD003213,Tessa,Rinaldi,tessa.rinaldi3213@gmail.com,Ridgeline Partners,Cold Outreach,New,false,2026-03-05,,
LEAD003214,Theo,Bautista,theo.bautista3214@gmail.com,Harbor Real Estate,Organic Search,Disqualified,false,2026-06-13,,
LEAD003215,Theo,Moreau,theo.moreau3215@compass.com,Stonebridge Partners,Referral,Nurturing,true,2025-08-27,,
LEAD003216,Elena,Okonkwo,elena.okonkwo3216@realtyco.com,Stonebridge Real Estate,Referral,Qualified,false,2023-04-01,,
LEAD003217,Camille,Nakamura,camille.nakamura3217@gmail.com,Harbor Real Estate,Paid Search,Working,false,2023-02-13,,
LEAD003218,Marcus,Delgado,marcus.delgado3218@compass.com,Ridgeline Group,Social,New,false,2024-10-21,,
LEAD003219,Devin,Thornton,devin.thornton3219@compass.com,Stonebridge Realty,Paid Search,Working,true,2025-05-13,,
LEAD003220,Priya,Kearney,priya.kearney3220@outlook.com,Blackwood Real Estate,Referral,New,false,2023-08-16,,
LEAD003221,Naomi,Lindqvist,naomi.lindqvist3221@realtyco.com,Harbor Real Estate,,Disqualified,false,2025-09-17,,
LEAD003222,Maya,Okonkwo,maya.okonkwo3222@realtyco.com,Ironwood Realty,Social,Working,true,2025-03-16,,
LEAD003223,Devin,Halvorsen,devin.halvorsen3223@kw.com,Ironwood Properties,Referral,Nurturing,false,2025-09-19,,
LEAD003224,Jordan,Kearney,jordan.kearney3224@gmail.com,Foxglove Realty,Cold Outreach,Qualified,true,2024-03-11,ACC00226,2024-04-22
LEAD003225,Maya,Osei,maya.osei3225@gmail.com,Cypress Realty,Conference,Working,false,2024-05-26,,
LEAD003226,Casey,Okonkwo,casey.okonkwo3226@kw.com,Cornerstone Properties,Referral,Qualified,false,2023-11-12,ACC00237,2023-12-07
